experiment,problem,approach,size,instance_id,run_id,technical_success,failure_type,feasible,reported_objective,recomputed_objective,gurobi_objective,optimality_gap_pct,runtime_seconds,llm_runtime_seconds,solver_runtime_seconds,debug_iterations,final_solution,source_file
main,SMTWTP,Direct,5,smtwtp_n5_inst2,6,True,,True,1221,2804.0,1542.0,81.84176394293125,,,,,"[0, 3, 4, 1, 2]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst2_run6.json
main,SMTWTP,Direct,5,smtwtp_n5_inst2,7,True,,True,1569,1569.0,1542.0,1.7509727626459144,,,,,"[2, 0, 3, 4, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst2_run7.json
main,SMTWTP,Direct,5,smtwtp_n5_inst2,8,True,,True,1542,1542.0,1542.0,0.0,,,,,"[2, 3, 0, 4, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst2_run8.json
main,SMTWTP,Direct,5,smtwtp_n5_inst2,9,True,,True,1221,1569.0,1542.0,1.7509727626459144,,,,,"[2, 0, 3, 4, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst2_run9.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,1,True,,True,222,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run1.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,10,True,,True,104,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run10.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,2,True,,True,328,328.0,182.0,80.21978021978022,,,,,"[1, 2, 4, 0, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run2.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,3,True,,True,182,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run3.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,4,True,,True,222,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run4.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,5,True,,True,366,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run5.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,6,True,,True,328,328.0,182.0,80.21978021978022,,,,,"[1, 2, 4, 0, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run6.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,7,True,,True,404,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run7.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,8,True,,True,292,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run8.json
main,SMTWTP,Direct,5,smtwtp_n5_inst3,9,True,,True,222,182.0,182.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst3_run9.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,1,True,,True,1089,1085.0,552.0,96.55797101449275,,,,,"[0, 2, 4, 3, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run1.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,10,True,,True,1089,1085.0,552.0,96.55797101449275,,,,,"[0, 2, 4, 3, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run10.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,2,True,,True,1089,1085.0,552.0,96.55797101449275,,,,,"[0, 2, 4, 3, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run2.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,3,True,,True,552,552.0,552.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run3.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,4,True,,True,552,552.0,552.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run4.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,5,True,,True,1119,1119.0,552.0,102.71739130434783,,,,,"[2, 0, 3, 4, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run5.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,6,True,,True,734,734.0,552.0,32.971014492753625,,,,,"[0, 2, 4, 1, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run6.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,7,True,,True,1089,1085.0,552.0,96.55797101449275,,,,,"[0, 2, 4, 3, 1]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run7.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,8,True,,True,552,552.0,552.0,0.0,,,,,"[0, 2, 1, 4, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run8.json
main,SMTWTP,Direct,5,smtwtp_n5_inst4,9,True,,True,734,734.0,552.0,32.971014492753625,,,,,"[0, 2, 4, 1, 3]",data/results/direct_smtwtp_final/smtwtp/smtwtp_n5_inst4_run9.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,1,True,,True,5645.0,5253.0,2895.0,81.45077720207254,,,,1.0,"[8, 3, 7, 4, 0, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run1.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,10,True,,True,2750.0,2895.0,2895.0,0.0,,,,1.0,"[4, 6, 5, 7, 3, 8, 0, 1, 2, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run10.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,2,True,,True,5645.0,5253.0,2895.0,81.45077720207254,,,,1.0,"[8, 3, 7, 4, 0, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run2.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,3,True,,True,5645.0,5253.0,2895.0,81.45077720207254,,,,0.0,"[8, 3, 7, 4, 0, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run3.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,4,True,,True,5645.0,5582.0,2895.0,92.81519861830742,,,,1.0,"[0, 8, 3, 7, 4, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run4.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,5,True,,True,5645.0,5253.0,2895.0,81.45077720207254,,,,2.0,"[8, 3, 7, 4, 0, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run5.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,6,True,,True,0.0,7856.0,2895.0,171.3644214162349,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run6.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,7,True,,True,5645.0,5253.0,2895.0,81.45077720207254,,,,1.0,"[8, 3, 7, 4, 0, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run7.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,8,True,,True,5645.0,5253.0,2895.0,81.45077720207254,,,,0.0,"[8, 3, 7, 4, 0, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run8.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst0,9,True,,True,5645.0,5582.0,2895.0,92.81519861830742,,,,2.0,"[0, 8, 3, 7, 4, 2, 5, 9, 6, 1]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst0_run9.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,1,True,,True,4660.0,4262.0,2273.0,87.5054993400792,,,,1.0,"[1, 4, 2, 5, 0, 9, 3, 8, 7, 6]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run1.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,10,True,,True,0.0,5271.0,2273.0,131.89617245930486,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run10.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,2,True,,True,1997.0,2285.0,2273.0,0.5279366476022878,,,,1.0,"[""5"", ""4"", ""2"", ""8"", ""7"", ""1"", ""3"", ""0"", ""6"", ""9""]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run2.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,3,True,,True,0.0,3325.0,2273.0,46.282446106467226,,,,0.0,"[5, 4, 2, 8, 9, 6, 7, 1, 3, 0]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run3.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,4,True,,True,0.0,3325.0,2273.0,46.282446106467226,,,,0.0,"[5, 4, 2, 8, 9, 6, 7, 1, 3, 0]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run4.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,5,True,,True,4660.0,4262.0,2273.0,87.5054993400792,,,,2.0,"[1, 4, 2, 5, 0, 9, 3, 8, 7, 6]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run5.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,6,True,,True,0.0,5271.0,2273.0,131.89617245930486,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run6.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,7,True,,True,0.0,3325.0,2273.0,46.282446106467226,,,,0.0,"[5, 4, 2, 8, 9, 6, 7, 1, 3, 0]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run7.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,8,True,,True,0.0,5271.0,2273.0,131.89617245930486,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run8.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst1,9,True,,True,0.0,5271.0,2273.0,131.89617245930486,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst1_run9.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,1,True,,True,0.0,3030.0,403.0,651.8610421836228,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run1.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,10,True,,True,0.0,2600.0,403.0,545.1612903225806,,,,1.0,"[1, 0, 6, 9, 5, 2, 3, 8, 7, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run10.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,2,True,,True,0.0,403.0,403.0,0.0,,,,0.0,"[8, 9, 7, 5, 3, 0, 1, 6, 2, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run2.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,3,True,,True,0,403.0,403.0,0.0,,,,1.0,"[8, 9, 7, 5, 3, 0, 1, 6, 2, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run3.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,4,True,,True,0.0,403.0,403.0,0.0,,,,0.0,"[8, 9, 7, 5, 3, 0, 1, 6, 2, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run4.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,5,True,,True,0.0,3030.0,403.0,651.8610421836228,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run5.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,6,True,,True,1995.0,687.0,403.0,70.47146401985111,,,,2.0,"[0, 6, 5, 7, 8, 3, 1, 2, 9, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run6.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,7,False,execution_error,False,,,403.0,,,,,5.0,,data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run7.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,8,True,,True,0.0,2600.0,403.0,545.1612903225806,,,,1.0,"[1, 0, 6, 9, 5, 2, 3, 8, 7, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run8.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst2,9,True,,True,1995.0,678.0,403.0,68.23821339950372,,,,2.0,"[7, 6, 5, 3, 8, 0, 1, 2, 9, 4]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst2_run9.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,1,True,,True,0.0,5044.0,856.0,489.25233644859816,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run1.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,10,True,,True,0.0,5044.0,856.0,489.25233644859816,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run10.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,2,True,,True,0.0,5044.0,856.0,489.25233644859816,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run2.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,3,True,,True,3066.0,3084.0,856.0,260.2803738317757,,,,1.0,"[6, 4, 7, 3, 9, 0, 1, 2, 8, 5]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run3.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,4,True,,True,424.0,856.0,856.0,0.0,,,,0.0,"[""0"", ""4"", ""6"", ""2"", ""3"", ""8"", ""7"", ""9"", ""5"", ""1""]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run4.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,5,True,,True,3066.0,3084.0,856.0,260.2803738317757,,,,0.0,"[6, 4, 7, 3, 9, 0, 1, 2, 8, 5]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run5.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,6,True,,True,0.0,5044.0,856.0,489.25233644859816,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run6.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,7,True,,True,424.0,856.0,856.0,0.0,,,,0.0,"[""0"", ""4"", ""6"", ""2"", ""3"", ""8"", ""7"", ""9"", ""5"", ""1""]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run7.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,8,True,,True,424.0,856.0,856.0,0.0,,,,0.0,"[""0"", ""4"", ""6"", ""2"", ""3"", ""8"", ""7"", ""9"", ""5"", ""1""]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run8.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst3,9,True,,True,0.0,5044.0,856.0,489.25233644859816,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst3_run9.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,1,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run1.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,10,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run10.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,2,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run2.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,3,True,,True,2925.0,4274.0,1865.0,129.16890080428956,,,,1.0,"[4, 0, 7, 9, 6, 5, 2, 1, 3, 8]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run3.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,4,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run4.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,5,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run5.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,6,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run6.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,7,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run7.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,8,True,,True,0.0,2991.0,1865.0,60.375335120643435,,,,0.0,"[4, 2, 1, 7, 8, 5, 6, 3, 9, 0]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run8.json
main,SMTWTP,Code-Based,10,smtwtp_n10_inst4,9,True,,True,0.0,4631.0,1865.0,148.31099195710456,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",data/results/code_based_debug5/smtwtp/smtwtp_n10_inst4_run9.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,1,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,1.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run1.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,10,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,0.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run10.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,2,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,1.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run2.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,3,True,,True,0.0,12850.0,1645.0,681.1550151975684,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run3.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,4,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,0.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run4.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,5,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,1.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run5.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,6,True,,True,0.0,12850.0,1645.0,681.1550151975684,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run6.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,7,True,,True,0.0,12850.0,1645.0,681.1550151975684,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run7.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,8,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,0.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run8.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst0,9,True,,True,1248.0,1778.0,1645.0,8.085106382978724,,,,0.0,"[""13"", ""9"", ""14"", ""7"", ""12"", ""0"", ""10"", ""2"", ""6"", ""1"", ""4"", ""3"", ""8"", ""11"", ""5""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst0_run9.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,1,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,0.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run1.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,10,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,1.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run10.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,2,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,0.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run2.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,3,True,,True,9227.0,7049.0,2700.0,161.07407407407408,,,,1.0,"[11, 1, 4, 9, 6, 3, 7, 10, 12, 8, 5, 2, 0, 13, 14]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run3.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,4,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,1.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run4.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,5,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,1.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run5.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,6,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,1.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run6.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,7,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,1.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run7.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,8,True,,True,476.0,3235.0,2700.0,19.814814814814817,,,,0.0,"[""3"", ""13"", ""10"", ""9"", ""12"", ""4"", ""11"", ""1"", ""14"", ""2"", ""6"", ""5"", ""8"", ""0"", ""7""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run8.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst1,9,True,,True,9227.0,12928.0,2700.0,378.8148148148148,,,,1.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst1_run9.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst2,1,True,,True,3637.0,4251.0,3953.0,7.538578294965849,,,,1.0,"[""0"", ""11"", ""4"", ""6"", ""13"", ""3"", ""10"", ""1"", ""9"", ""14"", ""8"", ""12"", ""7"", ""5"", ""2""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst2_run1.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst2,10,True,,True,3637.0,4251.0,3953.0,7.538578294965849,,,,0.0,"[""0"", ""11"", ""4"", ""6"", ""13"", ""3"", ""10"", ""1"", ""9"", ""14"", ""8"", ""12"", ""7"", ""5"", ""2""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst2_run10.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst2,2,True,,True,3637.0,4251.0,3953.0,7.538578294965849,,,,1.0,"[""0"", ""11"", ""4"", ""6"", ""13"", ""3"", ""10"", ""1"", ""9"", ""14"", ""8"", ""12"", ""7"", ""5"", ""2""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst2_run2.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst2,3,True,,True,3637.0,4251.0,3953.0,7.538578294965849,,,,0.0,"[""0"", ""11"", ""4"", ""6"", ""13"", ""3"", ""10"", ""1"", ""9"", ""14"", ""8"", ""12"", ""7"", ""5"", ""2""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst2_run3.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst2,4,True,,True,7318.0,13177.0,3953.0,233.34176574753354,,,,1.0,"[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14""]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst2_run4.json
main,SMTWTP,Code-Based,15,smtwtp_n15_inst2,5,True,,True,36.0,13177.0,3953.0,233.34176574753354,,,,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",data/results/code_based_debug5/smtwtp/smtwtp_n15_inst2_run5.json
